Legacy_Name,glyph_name,ps_name,USV,Dir,DesignerOrder,fonts,base,Glyphsbase,above,below,center,ring,through,aboveLeft,MirrorGlyph,UnicodeVer,old name / comment,bcp47tags,OTLang,Feat,MarkGroup
absKafTwoDotsAbove,kafTwodotshorizontalabove-ar,uni077F,077F,AL,1178,SHL,absKaf,kaf-ar,_dot2h,,,,,,,5.1,,,,,
absKafTwoDotsAboveFin,kafTwodotshorizontalabove-ar.fina,uni077F.fina,,AL,1179,SHL,absKafFin,kaf-ar.fina,_dot2h,,,,,,,5.1,,,,,
absKafTwoDotsAboveMed,kafTwodotshorizontalabove-ar.medi,uni077F.medi,,AL,1180,SHL,absKafMed,kaf-ar.medi,_dot2h,,,,,,,5.1,,,,,
absKafTwoDotsAboveIni,kafTwodotshorizontalabove-ar.init,uni077F.init,,AL,1181,SHL,absKafIni,kaf-ar.init,_dot2h,,,,,,,5.1,,,,,
absKafThreeDotsBelow,kafThreedotsbelow-ar,uni06AE,06AE,AL,1182,SHL,absKaf,kaf-ar,,_dot3d,,,,,,,,,,,
absKafThreeDotsBelowFin,kafThreedotsbelow-ar.fina,uni06AE.fina,,AL,1183,SHL,absKafFin,kaf-ar.fina,,_dot3d,,,,,,,,,,,
absKafThreeDotsBelowMed,kafThreedotsbelow-ar.medi,uni06AE.medi,,AL,1184,SHL,absKafMed,kaf-ar.medi,,_dot3d,,,,,,,,,,,
absKafThreeDotsBelowIni,kafThreedotsbelow-ar.init,uni06AE.init,,AL,1185,SHL,absKafIni,kaf-ar.init,,_dot3d,,,,,,,,,,,
,kafTwodotsverticalbelow-ar,u10EC4,10EC4,AL,1186,SHL,,kaf-ar,,_dot2v,,,,,,16.0,,,,,
,kafTwodotsverticalbelow-ar.fina,u10EC4.fina,,AL,1187,SHL,,kaf-ar.fina,,_dot2v,,,,,,16.0,,,,,
,kafTwodotsverticalbelow-ar.medi,u10EC4.medi,,AL,1188,SHL,,kaf-ar.medi,,_dot2v,,,,,,16.0,,,,,
,kafTwodotsverticalbelow-ar.init,u10EC4.init,,AL,1189,SHL,,kaf-ar.init,,_dot2v,,,,,,16.0,,,,,
absGafTwoDotsBelow,gafTwodotsbelow-ar,uni06B2,06B2,AL,1190,SHL,absKeheh,keheh-ar,_gafBarShort,_dot2h,,,,,,,,,,,
absGafTwoDotsBelowFin,gafTwodotsbelow-ar.fina,uni06B2.fina,,AL,1191,SHL,absKehehFin,keheh-ar.fina,_gafBar,_dot2h,,,,,,,,,,,
absGafTwoDotsBelowMed,gafTwodotsbelow-ar.medi,uni06B2.medi,,AL,1192,SHL,absKafMed,kaf-ar.medi,_gafBar,_dot2h,,,,,,,,,,,
absGafTwoDotsBelowIni,gafTwodotsbelow-ar.init,uni06B2.init,,AL,1193,SHL,absKafIni,kaf-ar.init,_gafBarShort,_dot2h,,,,,,,,,,,
absGafInvertedStroke,gafInvertedstroke-ar,uni08B0,08B0,AL,1194,SHL,absKeheh,keheh-ar,,,_gafBarCenter,,,,,7.0,,,,,
absGafInvertedStrokeFin,gafInvertedstroke-ar.fina,uni08B0.fina,,AL,1195,SHL,absKehehFin,keheh-ar.fina,,,_gafBarCenter,,,,,7.0,,,,,
absGafInvertedStrokeMed,gafInvertedstroke-ar.medi,uni08B0.medi,,AL,1196,SHL,absKafMed,kaf-ar.medi,,,_gafBarCenter,,,,,7.0,,,,,
absGafInvertedStrokeIni,gafInvertedstroke-ar.init,uni08B0.init,,AL,1197,SHL,absKafIni,kaf-ar.init,,,_gafBarCenter,,,,,7.0,,,,,
absNg,ng-ar,uni06AD,06AD,AL,1198,SHLMR,absKaf,kaf-ar,_dot3u,,,,,,,,,,,,
absNgFin,ng-ar.fina,uni06AD.fina,,AL,1199,SHLMR,absKafFin,kaf-ar.fina,_dot3u,,,,,,,,,,,,
absNgMed,ng-ar.medi,uni06AD.medi,,AL,1200,SHLMR,absKafMed,kaf-ar.medi,_dot3u,,,,,,,,,,,,
absNgIni,ng-ar.init,uni06AD.init,,AL,1201,SHLMR,absKafIni,kaf-ar.init,_dot3u,,,,,,,,,,,,
absNgoeh,ngoeh-ar,uni06B1,06B1,AL,1202,SHL,absKeheh,keheh-ar,_gafBarShort_dot2h,,,,,,,,,,,,
absNgoehFin,ngoeh-ar.fina,uni06B1.fina,,AL,1203,SHL,absKehehFin,keheh-ar.fina,_gafBar_dot2h,,,,,,,,,,,,
absNgoehMed,ngoeh-ar.medi,uni06B1.medi,,AL,1204,SHL,absKafMed,kaf-ar.medi,_gafBar_dot2h,,,,,,,,,,,,
absNgoehIni,ngoeh-ar.init,uni06B1.init,,AL,1205,SHL,absKafIni,kaf-ar.init,_gafBarShort_dot2h,,,,,,,,,,,,
absGueh,gueh-ar,uni06B3,06B3,AL,1206,SHL,absKeheh,keheh-ar,_gafBarShort,_dot2v,,,,,,,,,,,
absGuehFin,gueh-ar.fina,uni06B3.fina,,AL,1207,SHL,absKehehFin,keheh-ar.fina,_gafBar,_dot2v,,,,,,,,,,,
absGuehMed,gueh-ar.medi,uni06B3.medi,,AL,1208,SHL,absKafMed,kaf-ar.medi,_gafBar,_dot2v,,,,,,,,,,,
absGuehIni,gueh-ar.init,uni06B3.init,,AL,1209,SHL,absKafIni,kaf-ar.init,_gafBarShort,_dot2v,,,,,,,,,,,
absLam,lam-ar,uni0644,0644,AL,1210,*,,,,,,,,,,,,,,,
absLamFin,lam-ar.fina,uni0644.fina,,AL,1211,*,,,,,,,,,,,,,,,
absLamMed,lam-ar.medi,uni0644.medi,,AL,1212,*,,,,,,,,,,,,,,,
absLamIni,lam-ar.init,uni0644.init,,AL,1213,*,,,,,,,,,,,,,,,
,lam-ar.medi.flat,uni0644.medi.flat,,AL,1214,MR,,,,,,,,,,,,,,,
,lam-ar.init.high,uni0644.init.high,,AL,1215,MR,,,,,,,,,,,,,,,
absLamMed.preAlef,_lam-ar.medi.preAlef,,,AL,1216,SHL,,,,,,,,,,,,,,,
absLamIni.preAlef,_lam-ar.init.preAlef,,,AL,1217,SHL,,,,,,,,,,,,,,,
absLamSmallV,lamVabove-ar,uni06B5,06B5,AL,1218,SHL,absLam,lam-ar,_smallV,,,,,,,,,,,,
absLamSmallVFin,lamVabove-ar.fina,uni06B5.fina,,AL,1219,SHL,absLamFin,lam-ar.fina,_smallV,,,,,,,,,,,,
absLamSmallVMed,lamVabove-ar.medi,uni06B5.medi,,AL,1220,SHL,absLamMed,lam-ar.medi,_smallV,,,,,,,,,,,,
absLamSmallVIni,lamVabove-ar.init,uni06B5.init,,AL,1221,SHL,absLamIni,lam-ar.init,_smallV,,,,,,,,,,,,
absLamSmallVMed.preAlef,_lamVabove-ar.medi.preAlef,,,AL,1222,SHL,absLamMed.preAlef,lam-ar.medi.preAlef,_smallV,,,,,,,,,,,,
absLamSmallVIni.preAlef,_lamVabove-ar.init.preAlef,,,AL,1223,SHL,absLamIni.preAlef,lam-ar.init.preAlef,_smallV,,,,,,,,,,,,
absLamDotAbove,lamDotabove-ar,uni06B6,06B6,AL,1224,SHL,absLam,lam-ar,_dot1,,,,,,,,,,,,
absLamDotAboveFin,lamDotabove-ar.fina,uni06B6.fina,,AL,1225,SHL,absLamFin,lam-ar.fina,_dot1,,,,,,,,,,,,
absLamDotAboveMed,lamDotabove-ar.medi,uni06B6.medi,,AL,1226,SHL,absLamMed,lam-ar.medi,_dot1,,,,,,,,,,,,
absLamDotAboveIni,lamDotabove-ar.init,uni06B6.init,,AL,1227,SHL,absLamIni,lam-ar.init,_dot1,,,,,,,,,,,,
absLamDotAboveMed.preAlef,_lamDotabove-ar.medi.preAlef,,,AL,1228,SHL,absLamMed.preAlef,lam-ar.medi.preAlef,_dot1,,,,,,,,,,,,
absLamDotAboveIni.preAlef,_lamDotabove-ar.init.preAlef,,,AL,1229,SHL,absLamIni.preAlef,lam-ar.init.preAlef,_dot1,,,,,,,,,,,,
absLamThreeDotsAbove,lamThreedotsabove-ar,uni06B7,06B7,AL,1230,SHL,absLam,lam-ar,_dot3u,,,,,,,,,,,,
absLamThreeDotsAboveFin,lamThreedotsabove-ar.fina,uni06B7.fina,,AL,1231,SHL,absLamFin,lam-ar.fina,_dot3u,,,,,,,,,,,,
absLamThreeDotsAboveMed,lamThreedotsabove-ar.medi,uni06B7.medi,,AL,1232,SHL,absLamMed,lam-ar.medi,_dot3u,,,,,,,,,,,,
absLamThreeDotsAboveIni,lamThreedotsabove-ar.init,uni06B7.init,,AL,1233,SHL,absLamIni,lam-ar.init,_dot3u,,,,,,,,,,,,
absLamThreeDotsAboveMed.preAlef,_lamThreedotsabove-ar.medi.preAlef,,,AL,1234,SHL,absLamMed.preAlef,lam-ar.medi.preAlef,_dot3u,,,,,,,,,,,,
absLamThreeDotsAboveIni.preAlef,_lamThreedotsabove-ar.init.preAlef,,,AL,1235,SHL,absLamIni.preAlef,lam-ar.init.preAlef,_dot3u,,,,,,,,,,,,
absLamSmallTahAbove,lamTahabove-ar,uni08C7,08C7,AL,1236,SHL,absLam,lam-ar,_tah,,,,,,,13.0,,,,,
absLamSmallTahAboveFin,lamTahabove-ar.fina,uni08C7.fina,,AL,1237,SHL,absLamFin,lam-ar.fina,_tah,,,,,,,13.0,,,,,
absLamSmallTahAboveMed,lamTahabove-ar.medi,uni08C7.medi,,AL,1238,SHL,absLamMed,lam-ar.medi,_tah,,,,,,,13.0,,,,,
absLamSmallTahAboveIni,lamTahabove-ar.init,uni08C7.init,,AL,1239,SHL,absLamIni,lam-ar.init,_tah,,,,,,,13.0,,,,,
absLamSmallTahAboveMed.preAlef,_lamTahabove-ar.medi.preAlef,,,AL,1240,SHL,absLamMed.preAlef,lam-ar.medi.preAlef,_tah,,,,,,,13.0,,,,,
absLamSmallTahAboveIni.preAlef,_lamTahabove-ar.init.preAlef,,,AL,1241,SHL,absLamIni.preAlef,lam-ar.init.preAlef,_tah,,,,,,,13.0,,,,,
absLamThreeDotsBelow,lamThreedotsbelow-ar,uni06B8,06B8,AL,1242,SHL,absLam,lam-ar,,_dot3d,,,,,,,,,,,
absLamThreeDotsBelowFin,lamThreedotsbelow-ar.fina,uni06B8.fina,,AL,1243,SHL,absLamFin,lam-ar.fina,,_dot3d,,,,,,,,,,,
absLamThreeDotsBelowMed,lamThreedotsbelow-ar.medi,uni06B8.medi,,AL,1244,SHL,absLamMed,lam-ar.medi,,_dot3d,,,,,,,,,,,
absLamThreeDotsBelowIni,lamThreedotsbelow-ar.init,uni06B8.init,,AL,1245,SHL,absLamIni,lam-ar.init,,_dot3d,,,,,,,,,,,
absLamThreeDotsBelowMed.preAlef,_lamThreedotsbelow-ar.medi.preAlef,,,AL,1246,SHL,absLamMed.preAlef,lam-ar.medi.preAlef,,_dot3d,,,,,,,,,,,
absLamThreeDotsBelowIni.preAlef,_lamThreedotsbelow-ar.init.preAlef,,,AL,1247,SHL,absLamIni.preAlef,lam-ar.init.preAlef,,_dot3d,,,,,,,,,,,
absLamBar,lamBar-ar,uni076A,076A,AL,1248,SHL,absLam,lam-ar,,,,,_bar,,,,,,,,
absLamBarFin,lamBar-ar.fina,uni076A.fina,,AL,1249,SHL,absLamFin,lam-ar.fina,,,,,_bar,,,,,,,,
absLamBarMed,lamBar-ar.medi,uni076A.medi,,AL,1250,SHL,absLamMed,lam-ar.medi,,,,,_bar,,,,,,,,
absLamBarIni,lamBar-ar.init,uni076A.init,,AL,1251,SHL,absLamIni,lam-ar.init,,,,,_bar,,,,,,,,
absLamBarMed.preAlef,_lamBar-ar.medi.preAlef,,,AL,1252,SHL,absLamMed.preAlef,lam-ar.medi.preAlef,,,,,_bar,,,,,,,,
absLamBarIni.preAlef,_lamBar-ar.init.preAlef,,,AL,1253,SHL,absLamIni.preAlef,lam-ar.init.preAlef,,,,,_bar,,,,,,,,
absLamDoubleBar,lamDoublebar-ar,uni08A6,08A6,AL,1254,SHL,absLam,lam-ar,,,,,_bar2,,,6.1,,,,,
absLamDoubleBarFin,lamDoublebar-ar.fina,uni08A6.fina,,AL,1255,SHL,absLamFin,lam-ar.fina,,,,,_bar2,,,6.1,,,,,
absLamDoubleBarMed,lamDoublebar-ar.medi,uni08A6.medi,,AL,1256,SHL,absLamMed,lam-ar.medi,,,,,_bar2,,,6.1,,,,,
absLamDoubleBarIni,lamDoublebar-ar.init,uni08A6.init,,AL,1257,SHL,absLamIni,lam-ar.init,,,,,_bar2,,,6.1,,,,,
absLamDoubleBarMed.preAlef,_lamDoublebar-ar.medi.preAlef,,,AL,1258,SHL,absLamMed.preAlef,lam-ar.medi.preAlef,,,,,_bar2,,,6.1,,,,,
absLamDoubleBarIni.preAlef,_lamDoublebar-ar.init.preAlef,,,AL,1259,SHL,absLamIni.preAlef,lam-ar.init.preAlef,,,,,_bar2,,,6.1,,,,,
,lam_alef-ar,uni06440627,0644_0627,AL,1260,SHLMR,,lam-ar.init.preAlef,,,,,,,,,,,,,
,lam_alef-ar.fina,uni06440627.fina,,AL,1261,SHLMR,,lam-ar.medi.preAlef,,,,,,,,,,,,,
,lam_alefMadda-ar,uni06440622,0644_0622,AL,1262,MR,,,,,,,,,,,,,,,
,lam_alefMadda-ar.fina,uni06440622.fina,,AL,1263,MR,,,,,,,,,,,,,,,
,lam_alefMadda-ar.warsh,uni06440622.warsh,,AL,1264,-,,,,,,,,,,,,,,,
,lam_alefMadda-ar.fina.warsh,uni06440622.fina.warsh,,AL,1265,-,,,,,,,,,,,,,,,
,lam_alefHamzaabove-ar,uni06440623,0644_0623,AL,1266,MR,,,,,,,,,,,,,,,
,lam_alefHamzaabove-ar.fina,uni06440623.fina,,AL,1267,MR,,,,,,,,,,,,,,,
#,lam_alefHamzaabove-ar.warsh,uni06440623.warsh,,AL,1268,-,,,,,,,,,,,,,,,
#,lam_alefHamzaabove-ar.fina.warsh,uni06440623.fina.warsh,,AL,1269,-,,,,,,,,,,,,,,,
,lam_alefHamzabelow-ar,uni06440625,0644_0625,AL,1270,MR,,,,,,,,,,,,,,,
,lam_alefHamzabelow-ar.fina,uni06440625.fina,,AL,1271,MR,,,,,,,,,,,,,,,
#,lam_alefHamzabelow-ar.warsh,uni06440625.warsh,,AL,1272,-,,,,,,,,,,,,,,,
#,lam_alefHamzabelow-ar.fina.warsh,uni06440625.fina.warsh,,AL,1273,-,,,,,,,,,,,,,,,
,lam_alefWavyhamzaabove-ar,uni06440672,0644_0672,AL,1274,SHL,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefWavyhamzaabove-ar.fina,uni06440672.fina,,AL,1275,SHL,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefWavyhamzabelow-ar,uni06440673,0644_0673,AL,1276,SHL,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefWavyhamzabelow-ar.fina,uni06440673.fina,,AL,1277,SHL,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefWasla-ar,uni06440671,0644_0671,AL,1278,SHL,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefWasla-ar.fina,uni06440671.fina,,AL,1279,SHL,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefTwoabove-ar,uni06440773,0644_0773,AL,1280,SHL,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefTwoabove-ar.fina,uni06440773.fina,,AL,1281,SHL,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefThreeabove-ar,uni06440774,0644_0774,AL,1282,SHL,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefThreeabove-ar.fina,uni06440774.fina,,AL,1283,SHL,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefFathaattached-ar,uni06440870,0644_0870,AL,1284,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefFathaattached-ar.fina,uni06440870.fina,,AL,1285,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefToprightfathaattached-ar,uni06440871,0644_0871,AL,1286,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefToprightfathaattached-ar.fina,uni06440871.fina,,AL,1287,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefRightmiddlestroke-ar,uni06440872,0644_0872,AL,1288,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefRightmiddlestroke-ar.fina,uni06440872.fina,,AL,1289,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefLeftmiddlestroke-ar,uni06440873,0644_0873,AL,1290,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefLeftmiddlestroke-ar.fina,uni06440873.fina,,AL,1291,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefKasraattached-ar,uni06440874,0644_0874,AL,1292,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefKasraattached-ar.fina,uni06440874.fina,,AL,1293,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefBottomrightkasraattached-ar,uni06440875,0644_0875,AL,1294,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefBottomrightkasraattached-ar.fina,uni06440875.fina,,AL,1295,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefRounddotaboveattached-ar,uni06440876,0644_0876,AL,1296,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefRounddotaboveattached-ar.fina,uni06440876.fina,,AL,1297,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefRightrounddotattached-ar,uni06440877,0644_0877,AL,1298,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefRightrounddotattached-ar.fina,uni06440877.fina,,AL,1299,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefLeftrounddotattached-ar,uni06440878,0644_0878,AL,1300,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefLeftrounddotattached-ar.fina,uni06440878.fina,,AL,1301,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefRounddotbelowattached-ar,uni06440879,0644_0879,AL,1302,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefRounddotbelowattached-ar.fina,uni06440879.fina,,AL,1303,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefDotabove-ar,uni0644087A,0644_087A,AL,1304,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefDotabove-ar.fina,uni0644087A.fina,,AL,1305,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefToprightfathaattachedDotabove-ar,uni0644087B,0644_087B,AL,1306,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefToprightfathaattachedDotabove-ar.fina,uni0644087B.fina,,AL,1307,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefRightmiddlestrokeDotabove-ar,uni0644087C,0644_087C,AL,1308,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefRightmiddlestrokeDotabove-ar.fina,uni0644087C.fina,,AL,1309,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefBottomrightkasraattachedDotabove-ar,uni0644087D,0644_087D,AL,1310,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefBottomrightkasraattachedDotabove-ar.fina,uni0644087D.fina,,AL,1311,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefToprightfathaattachedLeftring-ar,uni0644087E,0644_087E,AL,1312,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefToprightfathaattachedLeftring-ar.fina,uni0644087E.fina,,AL,1313,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefRightmiddlestrokeLeftring-ar,uni0644087F,0644_087F,AL,1314,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefRightmiddlestrokeLeftring-ar.fina,uni0644087F.fina,,AL,1315,S,,lam_alef-ar.fina,,,,,,,,,,,,,
,lam_alefBottomrightkasraattachedLeftring-ar,uni06440880,0644_0880,AL,1316,S,,lam_alef-ar,,,,,,,,14.0,,,,,
,lam_alefBottomrightkasraattachedLeftring-ar.fina,uni06440880.fina,,AL,1317,S,,lam_alef-ar.fina,,,,,,,,14.0,,,,,
,lam_alefRighthamzaattached-ar,uni06440881,0644_0881,AL,1318,S,,lam_alef-ar,,,,,,,,14.0,,,,,
,lam_alefRighthamzaattached-ar.fina,uni06440881.fina,,AL,1319,S,,lam_alef-ar.fina,,,,,,,,14.0,,,,,
,lam_alefLefthamzaattached-ar,uni06440882,0644_0882,AL,1320,S,,lam_alef-ar,,,,,,,,,,,,,
,lam_alefLefthamzaattached-ar.fina,uni06440882.fina,,AL,1321,S,,lam_alef-ar.fina,,,,,,,,,,,,,
absLamSmallVAlef,lamVabove_alef-ar,uni06B50627,06B5_0627,AL,1322,SHL,absLamAlef,lam_alef-ar,_smallV,,,,,,,,,,,,
absLamSmallVAlefFin,lamVabove_alef-ar.fina,uni06B50627.fina,,AL,1323,SHL,absLamAlefFin,lam_alef-ar.fina,_smallV,,,,,,,,,,,,
,lamVabove_alefMadda-ar,uni06B50622,06B5_0622,AL,1324,-,,,,,,,,,,,,,,,
,lamVabove_alefMadda-ar.fina,uni06B50622.fina,,AL,1325,-,,,,,,,,,,,,,,,
,lamVabove_alefMadda-ar.warsh,uni06B50622.warsh,,AL,1326,-,,,,,,,,,,,,,,,
,lamVabove_alefMadda-ar.fina.warsh,uni06B50622.fina.warsh,,AL,1327,-,,,,,,,,,,,,,,,
#,lamVabove_alefHamzaabove-ar,uni06B50623,06B5_0623,AL,1328,-,,,,,,,,,,,,,,,
#,lamVabove_alefHamzaabove-ar.fina,uni06B50623.fina,,AL,1329,-,,,,,,,,,,,,,,,
#,lamVabove_alefHamzaabove-ar.warsh,uni06B50623.warsh,,AL,1330,-,,,,,,,,,,,,,,,
#,lamVabove_alefHamzaabove-ar.fina.warsh,uni06B50623.fina.warsh,,AL,1331,-,,,,,,,,,,,,,,,
#,lamVabove_alefHamzabelow-ar,uni06B50625,06B5_0625,AL,1332,-,,,,,,,,,,,,,,,
#,lamVabove_alefHamzabelow-ar.fina,uni06B50625.fina,,AL,1333,-,,,,,,,,,,,,,,,
#,lamVabove_alefHamzabelow-ar.warsh,uni06B50625.warsh,,AL,1334,-,,,,,,,,,,,,,,,
#,lamVabove_alefHamzabelow-ar.fina.warsh,uni06B50625.fina.warsh,,AL,1335,-,,,,,,,,,,,,,,,
,lamVabove_alefWavyhamzaabove-ar,uni06B50672,06B5_0672,AL,1336,SHL,,lam_alef-ar,_smallV,,,,,,,,,,,,
,lamVabove_alefWavyhamzaabove-ar.fina,uni06B50672.fina,,AL,1337,SHL,,lam_alef-ar.fina,_smallV,,,,,,,,,,,,
,lamVabove_alefWavyhamzabelow-ar,uni06B50673,06B5_0673,AL,1338,SHL,,lam_alef-ar,_smallV,,,,,,,,,,,,
,lamVabove_alefWavyhamzabelow-ar.fina,uni06B50673.fina,,AL,1339,SHL,,lam_alef-ar.fina,_smallV,,,,,,,,,,,,
,lamVabove_alefWasla-ar,uni06B50671,06B5_0671,AL,1340,SHL,,lam_alef-ar,_smallV,,,,,,,,,,,,
,lamVabove_alefWasla-ar.fina,uni06B50671.fina,,AL,1341,SHL,,lam_alef-ar.fina,_smallV,,,,,,,,,,,,
,lamVabove_alefTwoabove-ar,uni06B50773,06B5_0773,AL,1342,SHL,,lam_alef-ar,_smallV,,,,,,,,,,,,
,lamVabove_alefTwoabove-ar.fina,uni06B50773.fina,,AL,1343,SHL,,lam_alef-ar.fina,_smallV,,,,,,,,,,,,
,lamVabove_alefThreeabove-ar,uni06B50774,06B5_0774,AL,1344,SHL,,lam_alef-ar,_smallV,,,,,,,,,,,,
,lamVabove_alefThreeabove-ar.fina,uni06B50774.fina,,AL,1345,SHL,,lam_alef-ar.fina,_smallV,,,,,,,,,,,,
absLamDotAboveAlef,lamDotabove_alef-ar,uni06B60627,06B6_0627,AL,1346,SHL,absLamAlef,lam_alef-ar,_dot1,,,,,,,,,,,,
absLamDotAboveAlefFin,lamDotabove_alef-ar.fina,uni06B60627.fina,,AL,1347,SHL,absLamAlefFin,lam_alef-ar.fina,_dot1,,,,,,,,,,,,
,lamDotabove_alefMadda-ar,uni06B60622,06B6_0622,AL,1348,-,,,,,,,,,,,,,,,
,lamDotabove_alefMadda-ar.fina,uni06B60622.fina,,AL,1349,-,,,,,,,,,,,,,,,
,lamDotabove_alefMadda-ar.warsh,uni06B60622.warsh,,AL,1350,-,,,,,,,,,,,,,,,
,lamDotabove_alefMadda-ar.fina.warsh,uni06B60622.fina.warsh,,AL,1351,-,,,,,,,,,,,,,,,
#,lamDotabove_alefHamzaabove-ar,uni06B60623,06B6_0623,AL,1352,-,,,,,,,,,,,,,,,
#,lamDotabove_alefHamzaabove-ar.fina,uni06B60623.fina,,AL,1353,-,,,,,,,,,,,,,,,
#,lamDotabove_alefHamzaabove-ar.warsh,uni06B60623.warsh,,AL,1354,-,,,,,,,,,,,,,,,
#,lamDotabove_alefHamzaabove-ar.fina.warsh,uni06B60623.fina.warsh,,AL,1355,-,,,,,,,,,,,,,,,
#,lamDotabove_alefHamzabelow-ar,uni06B60625,06B6_0625,AL,1356,-,,,,,,,,,,,,,,,
#,lamDotabove_alefHamzabelow-ar.fina,uni06B60625.fina,,AL,1357,-,,,,,,,,,,,,,,,
#,lamDotabove_alefHamzabelow-ar.warsh,uni06B60625.warsh,,AL,1358,-,,,,,,,,,,,,,,,
#,lamDotabove_alefHamzabelow-ar.fina.warsh,uni06B60625.fina.warsh,,AL,1359,-,,,,,,,,,,,,,,,
,lamDotabove_alefWavyhamzaabove-ar,uni06B60672,06B6_0672,AL,1360,SHL,,lam_alef-ar,_dot1,,,,,,,,,,,,
,lamDotabove_alefWavyhamzaabove-ar.fina,uni06B60672.fina,,AL,1361,SHL,,lam_alef-ar,_dot1,,,,,,,,,,,,
,lamDotabove_alefWasla-ar,uni06B60671,06B6_0671,AL,1362,SHL,,lam_alef-ar,_dot1,,,,,,,,,,,,
,lamDotabove_alefWavyhamzabelow-ar,uni06B60673,06B6_0673,AL,1363,SHL,,lam_alef-ar,_dot1,,,,,,,,,,,,
,lamDotabove_alefWavyhamzabelow-ar.fina,uni06B60673.fina,,AL,1364,SHL,,lam_alef-ar,_dot1,,,,,,,,,,,,
,lamDotabove_alefWasla-ar.fina,uni06B60671.fina,,AL,1365,SHL,,lam_alef-ar,_dot1,,,,,,,,,,,,
,lamDotabove_alefTwoabove-ar,uni06B60773,06B6_0773,AL,1366,SHL,,lam_alef-ar,_dot1,,,,,,,,,,,,
,lamDotabove_alefTwoabove-ar.fina,uni06B60773.fina,,AL,1367,SHL,,lam_alef-ar,_dot1,,,,,,,,,,,,
,lamDotabove_alefThreeabove-ar,uni06B60774,06B6_0774,AL,1368,SHL,,lam_alef-ar,_dot1,,,,,,,,,,,,
,lamDotabove_alefThreeabove-ar.fina,uni06B60774.fina,,AL,1369,SHL,,lam_alef-ar,_dot1,,,,,,,,,,,,
absLamThreeDotsAboveAlef,lamThreedotsabove_alef-ar,uni06B70627,06B7_0627,AL,1370,SHL,absLamAlef,lam_alef-ar,_dot3u,,,,,,,,,,,,
absLamThreeDotsAboveAlefFin,lamThreedotsabove_alef-ar.fina,uni06B70627.fina,,AL,1371,SHL,absLamAlefFin,lam_alef-ar.fina,_dot3u,,,,,,,,,,,,
,lamThreedotsabove_alefMadda-ar,uni06B70622,06B7_0622,AL,1372,-,,,,,,,,,,,,,,,
,lamThreedotsabove_alefMadda-ar.fina,uni06B70622.fina,,AL,1373,-,,,,,,,,,,,,,,,
,lamThreedotsabove_alefMadda-ar.warsh,uni06B70622.warsh,,AL,1374,-,,,,,,,,,,,,,,,
,lamThreedotsabove_alefMadda-ar.fina.warsh,uni06B70622.fina.warsh,,AL,1375,-,,,,,,,,,,,,,,,
#,lamThreedotsabove_alefHamzaabove-ar,uni06B70623,06B7_0623,AL,1376,-,,,,,,,,,,,,,,,
