Legacy_Name,glyph_name,ps_name,USV,Dir,DesignerOrder,fonts,base,Glyphsbase,above,below,center,ring,through,aboveLeft,MirrorGlyph,UnicodeVer,old name / comment,bcp47tags,OTLang,Feat,MarkGroup
absSeenThreeDotsBelow,seenThreedotsbelow-ar,uni069B,069B,AL,821,SHL,absSeen,seen-ar,,_dot3d,,,,,,,,,,,
absSeenThreeDotsBelowFin,seenThreedotsbelow-ar.fina,uni069B.fina,,AL,822,SHL,absSeenFin,seen-ar.fina,,_dot3d,,,,,,,,,,,
absSeenThreeDotsBelowMed,seenThreedotsbelow-ar.medi,uni069B.medi,,AL,823,SHL,absSeenMed,seen-ar.medi,,_dot3d,,,,,,,,,,,
absSeenThreeDotsBelowIni,seenThreedotsbelow-ar.init,uni069B.init,,AL,824,SHL,absSeenIni,seen-ar.init,,_dot3d,,,,,,,,,,,
absSheen,sheen-ar,uni0634,0634,AL,825,*,absSeen,seen-ar,_dot3u,,,,,,,,,,,,
absSheenFin,sheen-ar.fina,uni0634.fina,,AL,826,*,absSeenFin,seen-ar.fina,_dot3u,,,,,,,,,,,,
absSheenMed,sheen-ar.medi,uni0634.medi,,AL,827,*,absSeenMed,seen-ar.medi,_dot3u,,,,,,,,,,,,
absSheenIni,sheen-ar.init,uni0634.init,,AL,828,*,absSeenIni,seen-ar.init,_dot3u,,,,,,,,,,,,
,sheen-ar.shrtail,uni0634.shrtail,,AL,829,M,,,,,,,,,,,,,,,
,sheen-ar.longtail,uni0634.longtail,,AL,830,M,,,,,,,,,,,,,,,
,sheen-ar.fina.shrtail,uni0634.fina.shrtail,,AL,831,M,,,,,,,,,,,,,,,
,sheen-ar.fina.longtail,uni0634.fina.longtail,,AL,832,M,,,,,,,,,,,,,,,
,sheen-ar.medi.flat,uni0634.medi.flat,,AL,833,MR,,,,,,,,,,,,,,,
,sheen-ar.fina.low,uni0634.fina.low,,AL,834,MR,,,,,,,,,,,,,,,
absSheenDotBelow,sheenDotbelow-ar,uni06FA,06FA,AL,835,SHL,absSeen,seen-ar,_dot3u,_dot1,,,,,,,,,,,
absSheenDotBelowFin,sheenDotbelow-ar.fina,uni06FA.fina,,AL,836,SHL,absSeenFin,seen-ar.fina,_dot3u,_dot1,,,,,,,,,,,
absSheenDotBelowMed,sheenDotbelow-ar.medi,uni06FA.medi,,AL,837,SHL,absSeenMed,seen-ar.medi,_dot3u,_dot1,,,,,,,,,,,
absSheenDotBelowIni,sheenDotbelow-ar.init,uni06FA.init,,AL,838,SHL,absSeenIni,seen-ar.init,_dot3u,_dot1,,,,,,,,,,,
absSeenThreeDotsBelowThreeDotsAbove,sheenThreedotsbelow-ar,uni069C,069C,AL,839,SHL,absSeen,seen-ar,_dot3u,_dot3d,,,,,,,,,,,
absSeenThreeDotsBelowThreeDotsAboveFin,sheenThreedotsbelow-ar.fina,uni069C.fina,,AL,840,SHL,absSeenFin,seen-ar.fina,_dot3u,_dot3d,,,,,,,,,,,
absSeenThreeDotsBelowThreeDotsAboveMed,sheenThreedotsbelow-ar.medi,uni069C.medi,,AL,841,SHL,absSeenMed,seen-ar.medi,_dot3u,_dot3d,,,,,,,,,,,
absSeenThreeDotsBelowThreeDotsAboveIni,sheenThreedotsbelow-ar.init,uni069C.init,,AL,842,SHL,absSeenIni,seen-ar.init,_dot3u,_dot3d,,,,,,,,,,,
absSeenFourDotsAbove,seenFourdotsabove-ar,uni075C,075C,AL,843,SHL,absSeen,seen-ar,_dot4,,,,,,,,,,,,
absSeenFourDotsAboveFin,seenFourdotsabove-ar.fina,uni075C.fina,,AL,844,SHL,absSeenFin,seen-ar.fina,_dot4,,,,,,,,,,,,
absSeenFourDotsAboveMed,seenFourdotsabove-ar.medi,uni075C.medi,,AL,845,SHL,absSeenMed,seen-ar.medi,_dot4,,,,,,,,,,,,
absSeenFourDotsAboveIni,seenFourdotsabove-ar.init,uni075C.init,,AL,846,SHL,absSeenIni,seen-ar.init,_dot4,,,,,,,,,,,,
absSeenTwoVertAbove,seenTwodotsverticalabove-ar,uni076D,076D,AL,847,SHL,absSeen,seen-ar,_dot2v,,,,,,,,,,,,
absSeenTwoVertAboveFin,seenTwodotsverticalabove-ar.fina,uni076D.fina,,AL,848,SHL,absSeenFin,seen-ar.fina,_dot2v,,,,,,,,,,,,
absSeenTwoVertAboveMed,seenTwodotsverticalabove-ar.medi,uni076D.medi,,AL,849,SHL,absSeenMed,seen-ar.medi,_dot2v,,,,,,,,,,,,
absSeenTwoVertAboveIni,seenTwodotsverticalabove-ar.init,uni076D.init,,AL,850,SHL,absSeenIni,seen-ar.init,_dot2v,,,,,,,,,,,,
absSeenSmallTahTwoDots,seenTahTwodotshorizontalabove-ar,uni0770,0770,AL,851,SHL,absSeen,seen-ar,_dot2h_tah,,,,,,,5.1,,,,,
absSeenSmallTahTwoDotsFin,seenTahTwodotshorizontalabove-ar.fina,uni0770.fina,,AL,852,SHL,absSeenFin,seen-ar.fina,_dot2h_tah,,,,,,,5.1,,,,,
absSeenSmallTahTwoDotsMed,seenTahTwodotshorizontalabove-ar.medi,uni0770.medi,,AL,853,SHL,absSeenMed,seen-ar.medi,_dot2h_tah,,,,,,,5.1,,,,,
absSeenSmallTahTwoDotsIni,seenTahTwodotshorizontalabove-ar.init,uni0770.init,,AL,854,SHL,absSeenIni,seen-ar.init,_dot2h_tah,,,,,,,5.1,,,,,
absSeenDigitFourAbove,seenFourabove-ar,uni077D,077D,AL,855,SHL,absSeen,seen-ar,_four,,,,,,,5.1,,,,,
absSeenDigitFourAboveFin,seenFourabove-ar.fina,uni077D.fina,,AL,856,SHL,absSeenFin,seen-ar.fina,_four,,,,,,,5.1,,,,,
absSeenDigitFourAboveMed,seenFourabove-ar.medi,uni077D.medi,,AL,857,SHL,absSeenMed,seen-ar.medi,_four,,,,,,,5.1,,,,,
absSeenDigitFourAboveIni,seenFourabove-ar.init,uni077D.init,,AL,858,SHL,absSeenIni,seen-ar.init,_four,,,,,,,5.1,,,,,
absSeenInvertedV,seenVinvertedabove-ar,uni077E,077E,AL,859,SHL,absSeen,seen-ar,_hat,,,,,,,5.1,,,,,
absSeenInvertedVFin,seenVinvertedabove-ar.fina,uni077E.fina,,AL,860,SHL,absSeenFin,seen-ar.fina,_hat,,,,,,,5.1,,,,,
absSeenInvertedVMed,seenVinvertedabove-ar.medi,uni077E.medi,,AL,861,SHL,absSeenMed,seen-ar.medi,_hat,,,,,,,5.1,,,,,
absSeenInvertedVIni,seenVinvertedabove-ar.init,uni077E.init,,AL,862,SHL,absSeenIni,seen-ar.init,_hat,,,,,,,5.1,,,,,
absSad,sad-ar,uni0635,0635,AL,863,*,,,,,,,,,,,,,,,
absSadFin,sad-ar.fina,uni0635.fina,,AL,864,*,,,,,,,,,,,,,,,
absSadMed,sad-ar.medi,uni0635.medi,,AL,865,*,,,,,,,,,,,,,,,
absSadIni,sad-ar.init,uni0635.init,,AL,866,*,,,,,,,,,,,,,,,
absSad.half,sad-ar.half,uni0635.half,,AL,867,H,,,,,,,,,,,,,,cv20=1,
absSadFin.half,sad-ar.fina.half,uni0635.fina.half,,AL,868,H,,,,,,,,,,,,,,cv20=1,
,sad-ar.alt,uni0635.alt,,AL,869,M,,,,,,,,,,,,,,,
,sad-ar.fina.alt,uni0635.fina.alt,,AL,870,M,,,,,,,,,,,,,,,
,sad-ar.medi.flat,uni0635.medi.flat,,AL,871,MR,,,,,,,,,,,,,,,
,sad-ar.init.flat,uni0635.init.flat,,AL,872,MR,,,,,,,,,,,,,,,
absSadTwoDotsBelow,sadTwodotsbelow-ar,uni069D,069D,AL,873,SHL,absSad,sad-ar,,_dot2h,,,,,,,,,,,
absSadTwoDotsBelowFin,sadTwodotsbelow-ar.fina,uni069D.fina,,AL,874,SHL,absSadFin,sad-ar.fina,,_dot2h,,,,,,,,,,,
absSadTwoDotsBelowMed,sadTwodotsbelow-ar.medi,uni069D.medi,,AL,875,SHL,absSadMed,sad-ar.medi,,_dot2h,,,,,,,,,,,
absSadTwoDotsBelowIni,sadTwodotsbelow-ar.init,uni069D.init,,AL,876,SHL,absSadIni,sad-ar.init,,_dot2h,,,,,,,,,,,
absSadTwoDotsBelow.half,sadTwodotsbelow-ar.half,uni069D.half,,AL,877,H,absSad.half,sad-ar.half,,_dot2h,,,,,,,,,,cv20=1,
absSadTwoDotsBelowFin.half,sadTwodotsbelow-ar.fina.half,uni069D.fina.half,,AL,878,H,absSadFin.half,sad-ar.fina.half,,_dot2h,,,,,,,,,,cv20=1,
absSadThreeDotsAbove,sadThreedots-ar,uni069E,069E,AL,879,SHL,absSad,sad-ar,_dot3u,,,,,,,,,,,,
absSadThreeDotsAboveFin,sadThreedots-ar.fina,uni069E.fina,,AL,880,SHL,absSadFin,sad-ar.fina,_dot3u,,,,,,,,,,,,
absSadThreeDotsAboveMed,sadThreedots-ar.medi,uni069E.medi,,AL,881,SHL,absSadMed,sad-ar.medi,_dot3u,,,,,,,,,,,,
absSadThreeDotsAboveIni,sadThreedots-ar.init,uni069E.init,,AL,882,SHL,absSadIni,sad-ar.init,_dot3u,,,,,,,,,,,,
absSadThreeDotsAbove.half,sadThreedots-ar.half,uni069E.half,,AL,883,H,absSad.half,sad-ar.half,_dot3u,,,,,,,,,,,cv20=1,
absSadThreeDotsAboveFin.half,sadThreedots-ar.fina.half,uni069E.fina.half,,AL,884,H,absSadFin.half,sad-ar.fina.half,_dot3u,,,,,,,,,,,cv20=1,
absSadThreeDotsBelow,sadThreedotsbelow-ar,uni08AF,08AF,AL,885,SHL,absSad,sad-ar,,_dot3d,,,,,,7.0,,,,,
absSadThreeDotsBelowFin,sadThreedotsbelow-ar.fina,uni08AF.fina,,AL,886,SHL,absSadFin,sad-ar.fina,,_dot3d,,,,,,7.0,,,,,
absSadThreeDotsBelowMed,sadThreedotsbelow-ar.medi,uni08AF.medi,,AL,887,SHL,absSadMed,sad-ar.medi,,_dot3d,,,,,,7.0,,,,,
absSadThreeDotsBelowIni,sadThreedotsbelow-ar.init,uni08AF.init,,AL,888,SHL,absSadIni,sad-ar.init,,_dot3d,,,,,,7.0,,,,,
absSadThreeDotsBelow.half,sadThreedotsbelow-ar.half,uni08AF.half,,AL,889,H,absSad.half,sad-ar.half,,_dot3d,,,,,,,,,,cv20=1,
absSadThreeDotsBelowFin.half,sadThreedotsbelow-ar.fina.half,uni08AF.fina.half,,AL,890,H,absSadFin.half,sad-ar.fina.half,,_dot3d,,,,,,,,,,cv20=1,
absDad,dad-ar,uni0636,0636,AL,891,*,absSad,sad-ar,_dot1,,,,,,,,,,,,
absDadFin,dad-ar.fina,uni0636.fina,,AL,892,*,absSadFin,sad-ar.fina,_dot1,,,,,,,,,,,,
absDadMed,dad-ar.medi,uni0636.medi,,AL,893,*,absSadMed,sad-ar.medi,_dot1,,,,,,,,,,,,
absDadIni,dad-ar.init,uni0636.init,,AL,894,*,absSadIni,sad-ar.init,_dot1,,,,,,,,,,,,
absDad.half,dad-ar.half,uni0636.half,,AL,895,H,absSad.half,sad-ar.half,_dot1,,,,,,,,,,,cv20=1,
absDadFin.half,dad-ar.fina.half,uni0636.fina.half,,AL,896,H,absSadFin.half,sad-ar.fina.half,_dot1,,,,,,,,,,,cv20=1,
,dad-ar.alt,uni0636.alt,,AL,897,M,,,,,,,,,,,,,,,
,dad-ar.fina.alt,uni0636.fina.alt,,AL,898,M,,,,,,,,,,,,,,,
,dad-ar.medi.flat,uni0636.medi.flat,,AL,899,MR,,,,,,,,,,,,,,,
,dad-ar.init.flat,uni0636.init.flat,,AL,900,MR,,,,,,,,,,,,,,,
absDadDotBelow,dadDotbelow-ar,uni06FB,06FB,AL,901,SHL,absSad,sad-ar,_dot1,_dot1,,,,,,,,,,,
absDadDotBelowFin,dadDotbelow-ar.fina,uni06FB.fina,,AL,902,SHL,absSadFin,sad-ar.fina,_dot1,_dot1,,,,,,,,,,,
absDadDotBelowMed,dadDotbelow-ar.medi,uni06FB.medi,,AL,903,SHL,absSadMed,sad-ar.medi,_dot1,_dot1,,,,,,,,,,,
absDadDotBelowIni,dadDotbelow-ar.init,uni06FB.init,,AL,904,SHL,absSadIni,sad-ar.init,_dot1,_dot1,,,,,,,,,,,
absDadDotBelow.half,dadDotbelow-ar.half,uni06FB.half,,AL,905,H,absSad.half,sad-ar.half,_dot1,_dot1,,,,,,,,,,cv20=1,
absDadDotBelowFin.half,dadDotbelow-ar.fina.half,uni06FB.fina.half,,AL,906,H,absSadFin.half,sad-ar.fina.half,_dot1,_dot1,,,,,,,,,,cv20=1,
absTah,tah-ar,uni0637,0637,AL,907,*,,,,,,,,,,,,,,,
absTahFin,tah-ar.fina,uni0637.fina,,AL,908,*,,,,,,,,,,,,,,,
absTahMed,tah-ar.medi,uni0637.medi,,AL,909,*,,,,,,,,,,,,,,,
absTahIni,tah-ar.init,uni0637.init,,AL,910,*,,,,,,,,,,,,,,,
absTahThreeDotsAbove,tahThreedots-ar,uni069F,069F,AL,911,SHLMR,absTah,tah-ar,_dot3u,,,,,,,,,,,,
absTahThreeDotsAboveFin,tahThreedots-ar.fina,uni069F.fina,,AL,912,SHLMR,absTahFin,tah-ar.fina,_dot3u,,,,,,,,,,,,
absTahThreeDotsAboveMed,tahThreedots-ar.medi,uni069F.medi,,AL,913,SHLMR,absTahMed,tah-ar.medi,_dot3u,,,,,,,,,,,,
absTahThreeDotsAboveIni,tahThreedots-ar.init,uni069F.init,,AL,914,SHLMR,absTahIni,tah-ar.init,_dot3u,,,,,,,,,,,,
,tahThreedots-ar.ss05,uni069F.ss05,,AL,915,-,,tah-ar,threedotsabovesmall-ar,,,,,,,,,,,# ss05,
,tahThreedots-ar.fina.ss05,uni069F.fina.ss05,,AL,916,-,,tah-ar.fina,threedotsabovesmall-ar,,,,,,,,,,,# ss05,
,tahThreedots-ar.medi.ss05,uni069F.medi.ss05,,AL,917,-,,tah-ar.medi,threedotsabovesmall-ar,,,,,,,,,,,# ss05,
,tahThreedots-ar.init.ss05,uni069F.init.ss05,,AL,918,-,,tah-ar.init,threedotsabovesmall-ar,,,,,,,,,,,# ss05,
,tahThreedots-ar.ss09,uni069F.ss09,,AL,919,MR,,tah-ar,threedotsabovesmall-ar,,,,,,,,,ha,HAU,ss09,
,tahThreedots-ar.fina.ss09,uni069F.fina.ss09,,AL,920,MR,,tah-ar.fina,threedotsabovesmall-ar,,,,,,,,,ha,HAU,ss09,
,tahThreedots-ar.medi.ss09,uni069F.medi.ss09,,AL,921,MR,,tah-ar.medi,threedotsabovesmall-ar,,,,,,,,,ha,HAU,ss09,
,tahThreedots-ar.init.ss09,uni069F.init.ss09,,AL,922,MR,,tah-ar.init,threedotsabovesmall-ar,,,,,,,,,ha,HAU,ss09,
,tahDotbelow-ar,uni088B,088B,AL,923,SHL,,tah-ar,,_dot1,,,,,,14.0,,,,,
,tahDotbelow-ar.fina,uni088B.fina,,AL,924,SHL,,tah-ar.fina,,_dot1,,,,,,14.0,,,,,
,tahDotbelow-ar.medi,uni088B.medi,,AL,925,SHL,,tah-ar.medi,,_dot1,,,,,,14.0,,,,,
,tahDotbelow-ar.init,uni088B.init,,AL,926,SHL,,tah-ar.init,,_dot1,,,,,,14.0,,,,,
,tahThreedotsbelow-ar,uni088C,088C,AL,927,SHL,,tah-ar,,_dot3d,,,,,,14.0,,,,,
,tahThreedotsbelow-ar.fina,uni088C.fina,,AL,928,SHL,,tah-ar.fina,,_dot3d,,,,,,14.0,,,,,
,tahThreedotsbelow-ar.medi,uni088C.medi,,AL,929,SHL,,tah-ar.medi,,_dot3d,,,,,,14.0,,,,,
,tahThreedotsbelow-ar.init,uni088C.init,,AL,930,SHL,,tah-ar.init,,_dot3d,,,,,,14.0,,,,,
absZah,zah-ar,uni0638,0638,AL,931,*,absTah,tah-ar,_dot1,,,,,,,,,,,,
absZahFin,zah-ar.fina,uni0638.fina,,AL,932,*,absTahFin,tah-ar.fina,_dot1,,,,,,,,,,,,
absZahMed,zah-ar.medi,uni0638.medi,,AL,933,*,absTahMed,tah-ar.medi,_dot1,,,,,,,,,,,,
absZahIni,zah-ar.init,uni0638.init,,AL,934,*,absTahIni,tah-ar.init,_dot1,,,,,,,,,,,,
absTahTwoDotsAbove,tahTwodotsabove-ar,uni08A3,08A3,AL,935,SHLMR,absTah,tah-ar,_dot2h,,,,,,,6.1,,,,,
absTahTwoDotsAboveFin,tahTwodotsabove-ar.fina,uni08A3.fina,,AL,936,SHLMR,absTahFin,tah-ar.fina,_dot2h,,,,,,,6.1,,,,,
absTahTwoDotsAboveMed,tahTwodotsabove-ar.medi,uni08A3.medi,,AL,937,SHLMR,absTahMed,tah-ar.medi,_dot2h,,,,,,,6.1,,,,,
absTahTwoDotsAboveIni,tahTwodotsabove-ar.init,uni08A3.init,,AL,938,SHLMR,absTahIni,tah-ar.init,_dot2h,,,,,,,6.1,,,,,
,tahTwodotsverticalbelow-ar,u10EC3,10EC3,AL,939,SHL,,tah-ar,,_dot2v,,,,,,16.0,,,,,
,tahTwodotsverticalbelow-ar.fina,u10EC3.fina,,AL,940,SHL,,tah-ar.fina,,_dot2v,,,,,,16.0,,,,,
,tahTwodotsverticalbelow-ar.medi,u10EC3.medi,,AL,941,SHL,,tah-ar.medi,,_dot2v,,,,,,16.0,,,,,
,tahTwodotsverticalbelow-ar.init,u10EC3.init,,AL,942,SHL,,tah-ar.init,,_dot2v,,,,,,16.0,,,,,
absAin,ain-ar,uni0639,0639,AL,943,*,,,,,,,,,,,,,,,
absAinFin,ain-ar.fina,uni0639.fina,,AL,944,*,,,,,,,,,,,,,,,
absAinMed,ain-ar.medi,uni0639.medi,,AL,945,*,,,,,,,,,,,,,,,
absAinIni,ain-ar.init,uni0639.init,,AL,946,*,,,,,,,,,,,,,,,
,ain-ar.medi.flat,uni0639.medi.flat,,AL,947,MR,,,,,,,,,,,,,,,
,ain-ar.fina.ss06,uni0639.fina.ss06,,AL,948,-,,,,,,,,,,,,,,# ss06,
,ain-ar.fina.low,uni0639.fina.low,,AL,949,MR,,,,,,,,,,,,,,,
absAinThreeDotsAbove,ainThreedots-ar,uni06A0,06A0,AL,950,SHLMR,absAin,ain-ar,_dot3u,,,,,,,,,,,,
absAinThreeDotsAboveFin,ainThreedots-ar.fina,uni06A0.fina,,AL,951,SHLMR,absAinFin,ain-ar.fina,_dot3u,,,,,,,,,,,,
absAinThreeDotsAboveMed,ainThreedots-ar.medi,uni06A0.medi,,AL,952,SHLMR,absAinMed,ain-ar.medi,_dot3u,,,,,,,,,,,,
absAinThreeDotsAboveIni,ainThreedots-ar.init,uni06A0.init,,AL,953,SHLMR,absAinIni,ain-ar.init,_dot3u,,,,,,,,,,,,
,ainThreedots-ar.medi.flat,uni06A0.medi.flat,,AL,954,MR,,,,,,,,,,,,,,,
,ainThreedots-ar.ss05,uni06A0.ss05,,AL,955,-,,ghain-ar,threedotsabovesmall-ar,,,,,,,,,,,# ss05,
,ainThreedots-ar.fina.ss05,uni06A0.fina.ss05,,AL,956,-,,ghain-ar.fina,threedotsabovesmall-ar,,,,,,,,,,,# ss05,
,ainThreedots-ar.medi.ss05,uni06A0.medi.ss05,,AL,957,-,,ghain-ar.medi,threedotsabovesmall-ar,,,,,,,,,,,# ss05,
,ainThreedots-ar.init.ss05,uni06A0.init.ss05,,AL,958,-,,ghain-ar.init,threedotsabovesmall-ar,,,,,,,,,,,# ss05,
,ainThreedots-ar.medi.flat.ss05,uni06A0.medi.flat.ss05,,AL,959,-,,,,,,,,,,,,,,# ss05,
,ainThreedots-ar.fina.alt.ss05,uni06A0.fina.alt.ss05,,AL,960,-,,,,,,,,,,,,,,# ss05,
,ainThreedots-ar.fina.ss06,uni06A0.fina.ss06,,AL,961,-,,,,,,,,,,,,,,# ss06,
,ainThreedots-ar.fina.low,uni06A0.fina.low,,AL,962,MR,,,,,,,,,,,,,,,
,ainThreedots-ar.fina.ss05.low,uni06A0.fina.ss05.low,,AL,963,-,,,,,,,,,,,,,,# ss05,
absAinTwoDotsAbove,ainTwodotshorizontalabove-ar,uni075D,075D,AL,964,SHLMR,absAin,ain-ar,_dot2h,,,,,,,,,,,,
absAinTwoDotsAboveFin,ainTwodotshorizontalabove-ar.fina,uni075D.fina,,AL,965,SHLMR,absAinFin,ain-ar.fina,_dot2h,,,,,,,,,,,,
absAinTwoDotsAboveMed,ainTwodotshorizontalabove-ar.medi,uni075D.medi,,AL,966,SHLMR,absAinMed,ain-ar.medi,_dot2h,,,,,,,,,,,,
absAinTwoDotsAboveIni,ainTwodotshorizontalabove-ar.init,uni075D.init,,AL,967,SHLMR,absAinIni,ain-ar.init,_dot2h,,,,,,,,,,,,
,ainTwodotshorizontalabove-ar.medi.flat,uni075D.medi.flat,,AL,968,MR,,,,,,,,,,,,,,,
,ainTwodotshorizontalabove-ar.fina.ss06,uni075D.fina.ss06,,AL,969,-,,,,,,,,,,,,,,# ss06,
,ainTwodotshorizontalabove-ar.fina.low,uni075D.fina.low,,AL,970,MR,,,,,,,,,,,,,,,
absAinThreeDotsDownAbove,ainThreedotsdownabove-ar,uni075E,075E,AL,971,SHL,absAin,ain-ar,_dot3d,,,,,,,,,,,,
absAinThreeDotsDownAboveFin,ainThreedotsdownabove-ar.fina,uni075E.fina,,AL,972,SHL,absAinFin,ain-ar.fina,_dot3d,,,,,,,,,,,,
absAinThreeDotsDownAboveMed,ainThreedotsdownabove-ar.medi,uni075E.medi,,AL,973,SHL,absAinMed,ain-ar.medi,_dot3d,,,,,,,,,,,,
absAinThreeDotsDownAboveIni,ainThreedotsdownabove-ar.init,uni075E.init,,AL,974,SHL,absAinIni,ain-ar.init,_dot3d,,,,,,,,,,,,
absAinTwoDotsVertAbove,ainTwodotsverticalabove-ar,uni075F,075F,AL,975,SHL,absAin,ain-ar,_dot2v,,,,,,,,,,,,
absAinTwoDotsVertAboveFin,ainTwodotsverticalabove-ar.fina,uni075F.fina,,AL,976,SHL,absAinFin,ain-ar.fina,_dot2v,,,,,,,,,,,,
absAinTwoDotsVertAboveMed,ainTwodotsverticalabove-ar.medi,uni075F.medi,,AL,977,SHL,absAinMed,ain-ar.medi,_dot2v,,,,,,,,,,,,
absAinTwoDotsVertAboveIni,ainTwodotsverticalabove-ar.init,uni075F.init,,AL,978,SHL,absAinIni,ain-ar.init,_dot2v,,,,,,,,,,,,
absAinThreeDotsBelow,ainThreedotsbelow-ar,uni08B3,08B3,AL,979,SHL,absAin,ain-ar,,_dot3d,,,,,,7.0,,,,,
absAinThreeDotsBelowFin,ainThreedotsbelow-ar.fina,uni08B3.fina,,AL,980,SHL,absAinFin,ain-ar.fina,,_dot3d,,,,,,8.0,,,,,
absAinThreeDotsBelowMed,ainThreedotsbelow-ar.medi,uni08B3.medi,,AL,981,SHL,absAinMed,ain-ar.medi,,_dot3d,,,,,,8.0,,,,,
absAinThreeDotsBelowIni,ainThreedotsbelow-ar.init,uni08B3.init,,AL,982,SHL,absAinIni,ain-ar.init,,_dot3d,,,,,,8.0,,,,,
absGhain,ghain-ar,uni063A,063A,AL,983,*,absAin,ain-ar,_dot1,,,,,,,,,,,,
absGhainFin,ghain-ar.fina,uni063A.fina,,AL,984,*,absAinFin,ain-ar.fina,_dot1,,,,,,,,,,,,
absGhainMed,ghain-ar.medi,uni063A.medi,,AL,985,*,absAinMed,ain-ar.medi,_dot1,,,,,,,,,,,,
absGhainIni,ghain-ar.init,uni063A.init,,AL,986,*,absAinIni,ain-ar.init,_dot1,,,,,,,,,,,,
,ghain-ar.medi.flat,uni063A.medi.flat,,AL,987,MR,,,,,,,,,,,,,,,
,ghain-ar.fina.ss06,uni063A.fina.ss06,,AL,988,-,,,,,,,,,,,,,,# ss06,
,ghain-ar.fina.low,uni063A.fina.low,,AL,989,MR,,,,,,,,,,,,,,,
absGhainThreeDotsAbove,ghainThreedotsabove-ar,uni08C3,08C3,AL,990,SHLMR,absAin,ain-ar,_dot1_dot3u,,,,,,,13.0,,,,,
absGhainThreeDotsAboveFin,ghainThreedotsabove-ar.fina,uni08C3.fina,,AL,991,SHLMR,absAinFin,ain-ar.fina,_dot1_dot3u,,,,,,,13.0,,,,,
absGhainThreeDotsAboveMed,ghainThreedotsabove-ar.medi,uni08C3.medi,,AL,992,SHLMR,absAinMed,ain-ar.medi,_dot1_dot3u,,,,,,,13.0,,,,,
absGhainThreeDotsAboveIni,ghainThreedotsabove-ar.init,uni08C3.init,,AL,993,SHLMR,absAinIni,ain-ar.init,_dot1_dot3u,,,,,,,13.0,,,,,
,ghainThreedotsabove-ar.ss09,uni08C3.ss09,,AL,994,MR,,ghain-ar,threedotsabovesmall-ar,,,,,,,13.0,,ha,HAU,ss09,
,ghainThreedotsabove-ar.medi.flat,uni08C3.medi.flat,,AL,995,MR,,,,,,,,,,13.0,,,,,
,ghainThreedotsabove-ar.fina.ss09,uni08C3.fina.ss09,,AL,996,MR,,ghain-ar.fina,threedotsabovesmall-ar,,,,,,,13.0,,ha,HAU,ss09,
,ghainThreedotsabove-ar.medi.ss09,uni08C3.medi.ss09,,AL,997,MR,,ghain-ar.medi,threedotsabovesmall-ar,,,,,,,13.0,,ha,HAU,ss09,
,ghainThreedotsabove-ar.init.ss09,uni08C3.init.ss09,,AL,998,MR,,ghain-ar.init,threedotsabovesmall-ar,,,,,,,13.0,,ha,HAU,ss09,
,ghainThreedotsabove-ar.medi.flat.ss09,uni08C3.medi.flat.ss09,,AL,999,MR,,,,,,,,,,13.0,,ha,HAU,ss09,
,ghainThreedotsabove-ar.fina.low,uni08C3.fina.low,,AL,1000,MR,,,,,,,,,,13.0,,,,,
,ghainThreedotsabove-ar.fina.low.ss09,uni08C3.fina.low.ss09,,AL,1001,MR,,,,,,,,,,13.0,,ha,HAU,ss09,
absGhainDotBelow,ghainDotbelow-ar,uni06FC,06FC,AL,1002,SHL,absAin,ain-ar,_dot1,,_dot1,,,,,,,,,,
absGhainDotBelowFin,ghainDotbelow-ar.fina,uni06FC.fina,,AL,1003,SHL,absAinFin,ain-ar.fina,_dot1,,_dot1,,,,,,,,,,
absGhainDotBelowMed,ghainDotbelow-ar.medi,uni06FC.medi,,AL,1004,SHL,absAinMed,ain-ar.medi,_dot1,_dot1,,,,,,,,,,,
absGhainDotBelowIni,ghainDotbelow-ar.init,uni06FC.init,,AL,1005,SHL,absAinIni,ain-ar.init,_dot1,_dot1,,,,,,,,,,,
absFeh,feh-ar,uni0641,0641,AL,1006,*,absDotlessFeh,fehDotless-ar,_dot1,,,,,,,,,,,,
absFehFin,feh-ar.fina,uni0641.fina,,AL,1007,*,absDotlessFehFin,fehDotless-ar.fina,_dot1,,,,,,,,,,,,
absFehMed,feh-ar.medi,uni0641.medi,,AL,1008,*,absDotlessFehMed,fehDotless-ar.medi,_dot1,,,,,,,,,,,,
absFehIni,feh-ar.init,uni0641.init,,AL,1009,*,absDotlessFehIni,fehDotless-ar.init,_dot1,,,,,,,,,,,,
absVeh,veh-ar,uni06A4,06A4,AL,1010,*,absDotlessFeh,fehDotless-ar,_dot3u,,,,,,,,,,,,
absVehFin,veh-ar.fina,uni06A4.fina,,AL,1011,*,absDotlessFehFin,fehDotless-ar.fina,_dot3u,,,,,,,,,,,,
absVehMed,veh-ar.medi,uni06A4.medi,,AL,1012,*,absDotlessFehMed,fehDotless-ar.medi,_dot3u,,,,,,,,,,,,
absVehIni,veh-ar.init,uni06A4.init,,AL,1013,*,absDotlessFehIni,fehDotless-ar.init,_dot3u,,,,,,,,,,,,
absDotlessFeh,fehDotless-ar,uni06A1,06A1,AL,1014,*,,,,,,,,,,,,,,,
absDotlessFehFin,fehDotless-ar.fina,uni06A1.fina,,AL,1015,*,,,,,,,,,,,,,,,
absDotlessFehMed,fehDotless-ar.medi,uni06A1.medi,,AL,1016,*,,,,,,,,,,,,,,,
