Legacy_Name	glyph_name	ps_name	USV	Dir	DesignerOrder	fonts	base	Glyphsbase	above	below	center	ring	through	aboveLeft	MirrorGlyph	UnicodeVer	old name / commet	bcp47tags	OTLang	Feat	MarkGroup
absDalHat.sen	dalVinvertedabove-ar.loclWLF	uni06EE.loclWLF		AL	543	SH	absDal.sen	dal-ar.loclWLF	_hat								Senegal variant from Mark	wo	WLF	cv12=1	
absDalHatFin.sen	dalVinvertedabove-ar.fina.loclWLF	uni06EE.fina.loclWLF		AL	544	H	absDalFin.sen	dal-ar.fina.loclWLF	_hat												
absDalTwoVertBelowSmallTah	dalTwodotsverticalbelowTah-ar	uni0759	0759	AL	545	SHL	absDal	dal-ar	_tah	_dot2v											
absDalTwoVertBelowSmallTahFin	dalTwodotsverticalbelowTah-ar.fina	uni0759.fina		AL	546	SHL	absDalFin	dal-ar.fina	_tah	_dot2v											
absDalTwoVertBelowSmallTah.sen	dalTwodotsverticalbelowTah-ar.loclWLF	uni0759.loclWLF		AL	547	SH	absDal.sen	dal-ar.loclWLF	_tah	_dot2v							Senegal variant from Mark	wo	WLF	cv12=1	
absDalTwoVertBelowSmallTahFin.sen	dalTwodotsverticalbelowTah-ar.fina.loclWLF	uni0759.fina.loclWLF		AL	548	H	absDalFin.sen	dal-ar.fina.loclWLF	_tah	_dot2v											
absDalInvSmallVBelow	dalVinvertedbelow-ar	uni075A	075A	AL	549	SHL	absDal	dal-ar		_invSmallV											
absDalInvSmallVBelowFin	dalVinvertedbelow-ar.fina	uni075A.fina		AL	550	SHL	absDalFin	dal-ar.fina		_invSmallV											
absDalInvSmallVBelow.sen	dalVinvertedbelow-ar.loclWLF	uni075A.loclWLF		AL	551	SH	absDal.sen	dal-ar.loclWLF		_invSmallV							Senegal variant from Mark	wo	WLF	cv12=1	
absDalInvSmallVBelowFin.sen	dalVinvertedbelow-ar.fina.loclWLF	uni075A.fina.loclWLF		AL	552	SH	absDalFin.sen	dal-ar.fina.loclWLF		_invSmallV											
absDalThreeDotsBelow	dalThreedotsbelow-ar	uni08AE	08AE	AL	553	SH	absDal	dal-ar		_dot3d						7.0					
absDalThreeDotsBelowFin	dalThreedotsbelow-ar.fina	uni08AE.fina		AL	554	SH	absDalFin	dal-ar.fina		_dot3d						7.0					
absDalThreeDotsBelow.sen	dalThreedotsbelow-ar.loclWLF	uni08AE.loclWLF		AL	555	SH	absDal.sen	dal-ar.loclWLF		_dot3d						7.0	Senegal variant from Mark	wo	WLF	cv12=1	
absDalThreeDotsBelowFin.sen	dalThreedotsbelow-ar.fina.loclWLF	uni08AE.fina.loclWLF		AL	556	H	absDalFin.sen	dal-ar.fina.loclWLF		_dot3d											
absReh	reh-ar	uni0631	0631	AL	557	*															
absRehFin	reh-ar.fina	uni0631.fina		AL	558	*															
absZain	zain-ar	uni0632	0632	AL	559	SHLM	absReh	reh-ar	_dot1												
absZainFin	zain-ar.fina	uni0632.fina		AL	560	SHLM	absRehFin	reh-ar.fina	_dot1												
absZainHat	zainVinvertedabove-ar	uni08B2	08B2	AL	561	SHL	absReh	reh-ar	_dot1_hat							7.0	absJeh.dotHat			# cv90=1	
absZainHatFin	zainVinvertedabove-ar.fina	uni08B2.fina		AL	562	SHL	absRehFin	reh-ar.fina	_dot1_hat							7.0	absJehFin.dotHat				
absRreh	rreh-ar	uni0691	0691	AL	563	SHL	absReh	reh-ar	_tah												
absRrehFin	rreh-ar.fina	uni0691.fina		AL	564	SHL	absRehFin	reh-ar.fina	_tah												
absRehSmallV	rehv-ar	uni0692	0692	AL	565	SHL	absReh	reh-ar	_smallV												
absRehSmallVFin	rehv-ar.fina	uni0692.fina		AL	566	SHL	absRehFin	reh-ar.fina	_smallV												
absRehRing	rehRing-ar	uni0693	0693	AL	567	SHL	absReh	reh-ar				_ring									
absRehRingFin	rehRing-ar.fina	uni0693.fina		AL	568	SHL	absRehFin	reh-ar.fina				_ring									
absRehDotBelow	rehDotbelow-ar	uni0694	0694	AL	569	SHL	absReh	reh-ar		_dot1											
absRehDotBelowFin	rehDotbelow-ar.fina	uni0694.fina		AL	570	SHL	absRehFin	reh-ar.fina		_dot1											
absRehSmallVBelow	rehVbelow-ar	uni0695	0695	AL	571	SHL	absReh	reh-ar		_smallV											
absRehSmallVBelowFin	rehVbelow-ar.fina	uni0695.fina		AL	572	SHL	absRehFin	reh-ar.fina		_smallV											
absRehDotBelowDotAbove	rehDotbelowdotabove-ar	uni0696	0696	AL	573	SHL	absReh	reh-ar		_dot1	_dot1										
absRehDotBelowDotAboveFin	rehDotbelowdotabove-ar.fina	uni0696.fina		AL	574	SHL	absRehFin	reh-ar.fina		_dot1	_dot1										
absRehTwoDotsAbove	rehTwodots-ar	uni0697	0697	AL	575	SHL	absReh	reh-ar	_dot2h												
absRehTwoDotsAboveFin	rehTwodots-ar.fina	uni0697.fina		AL	576	SHL	absRehFin	reh-ar.fina	_dot2h												
absJeh	jeh-ar	uni0698	0698	AL	577	SHLM	absReh	reh-ar	_dot3u											cv90	
absJehFin	jeh-ar.fina	uni0698.fina		AL	578	SHLM	absRehFin	reh-ar.fina	_dot3u												
absRehFourDotsAbove	rehFourdots-ar	uni0699	0699	AL	579	SHL	absReh	reh-ar	_dot4												
absRehFourDotsAboveFin	rehFourdots-ar.fina	uni0699.fina		AL	580	SHL	absRehFin	reh-ar.fina	_dot4												
absRehHat	rehVinvertedabove-ar	uni06EF	06EF	AL	581	SHL	absReh	reh-ar	_hat												
absRehHatFin	rehVinvertedabove-ar.fina	uni06EF.fina		AL	582	SHL	absRehFin	reh-ar.fina	_hat												
absRehBar	rehStroke-ar	uni075B	075B	AL	583	SHL	absReh	reh-ar					_bar								
absRehBarFin	rehStroke-ar.fina	uni075B.fina		AL	584	SHL	absRehFin	reh-ar.fina					_bar								
absRehTwoVertAbove	rehTwodotsverticalabove-ar	uni076B	076B	AL	585	SHL	absReh	reh-ar	_dot2v												
absRehTwoVertAboveFin	rehTwodotsverticalabove-ar.fina	uni076B.fina		AL	586	SHL	absRehFin	reh-ar.fina	_dot2v												
absRehHamzaAbove	rehHamzaabove-ar	uni076C	076C	AL	587	SHL	absReh	reh-ar	_hamza												
absRehHamzaAboveFin	rehHamzaabove-ar.fina	uni076C.fina		AL	588	SHL	absRehFin	reh-ar.fina	_hamza												
absRehSmallTahTwoDots	rehTwodotshorizontalaboveTahabove-ar	uni0771	0771	AL	589	SHL	absReh	reh-ar	_dot2h_tah							5.1					
absRehSmallTahTwoDotsFin	rehTwodotshorizontalaboveTahabove-ar.fina	uni0771.fina		AL	590	SHL	absRehFin	reh-ar.fina	_dot2h_tah							5.1					
absRehSmallNoonAbove	rehNoonabove-ar	uni08B9	08B9	AL	591	SH	absReh	reh-ar	_noon							9.0					
absRehSmallNoonAboveFin	rehNoonabove-ar.fina	uni08B9.fina		AL	592	SH	absRehFin	reh-ar.fina	_noon							9.0					
absRehLoop	rehLoop-ar	uni08AA	08AA	AL	593	SHL										6.1					
absRehLoopFin	rehLoop-ar.fina	uni08AA.fina		AL	594	SHL										6.1					
absSmallHighRehHahMark	rehHahabove-ar	uni0612	0612	NSM	595	SHL															5A
absSmallHighRehDadMark	rehDadabove-ar	uni0613	0613	NSM	596	SHL															5A
absSeen	seen-ar	uni0633	0633	AL	597	*															
absSeenFin	seen-ar.fina	uni0633.fina		AL	598	*															
absSeenMed	seen-ar.medi	uni0633.medi		AL	599	*															
absSeenIni	seen-ar.init	uni0633.init		AL	600	*															
absSeenDotBelowDotAbove	seenDotbelowDotabove-ar	uni069A	069A	AL	601	SHL	absSeen	seen-ar	_dot1	_dot1											
absSeenDotBelowDotAboveFin	seenDotbelowDotabove-ar.fina	uni069A.fina		AL	602	SHL	absSeenFin	seen-ar.fina	_dot1	_dot1											
absSeenDotBelowDotAboveMed	seenDotbelowDotabove-ar.medi	uni069A.medi		AL	603	SHL	absSeenMed	seen-ar.medi	_dot1	_dot1											
absSeenDotBelowDotAboveIni	seenDotbelowDotabove-ar.init	uni069A.init		AL	604	SHL	absSeenIni	seen-ar.init	_dot1	_dot1											
absSeenThreeDotsBelow	seenThreedotsbelow-ar	uni069B	069B	AL	605	SHL	absSeen	seen-ar		_dot3d											
absSeenThreeDotsBelowFin	seenThreedotsbelow-ar.fina	uni069B.fina		AL	606	SHL	absSeenFin	seen-ar.fina		_dot3d											
absSeenThreeDotsBelowMed	seenThreedotsbelow-ar.medi	uni069B.medi		AL	607	SHL	absSeenMed	seen-ar.medi		_dot3d											
absSeenThreeDotsBelowIni	seenThreedotsbelow-ar.init	uni069B.init		AL	608	SHL	absSeenIni	seen-ar.init		_dot3d											
absSheen	sheen-ar	uni0634	0634	AL	609	SHLM	absSeen	seen-ar	_dot3u												
absSheenFin	sheen-ar.fina	uni0634.fina		AL	610	SHLM	absSeenFin	seen-ar.fina	_dot3u												
absSheenMed	sheen-ar.medi	uni0634.medi		AL	611	SHLM	absSeenMed	seen-ar.medi	_dot3u												
absSheenIni	sheen-ar.init	uni0634.init		AL	612	SHLM	absSeenIni	seen-ar.init	_dot3u												
absSheenDotBelow	sheenDotbelow-ar	uni06FA	06FA	AL	613	SHL	absSeen	seen-ar	_dot3u	_dot1											
absSheenDotBelowFin	sheenDotbelow-ar.fina	uni06FA.fina		AL	614	SHL	absSeenFin	seen-ar.fina	_dot3u	_dot1											
absSheenDotBelowMed	sheenDotbelow-ar.medi	uni06FA.medi		AL	615	SHL	absSeenMed	seen-ar.medi	_dot3u	_dot1											
absSheenDotBelowIni	sheenDotbelow-ar.init	uni06FA.init		AL	616	SHL	absSeenIni	seen-ar.init	_dot3u	_dot1											
absSeenThreeDotsBelowThreeDotsAbove	sheenThreedotsbelow-ar	uni069C	069C	AL	617	SHL	absSeen	seen-ar	_dot3u	_dot3d											
absSeenThreeDotsBelowThreeDotsAboveFin	sheenThreedotsbelow-ar.fina	uni069C.fina		AL	618	SHL	absSeenFin	seen-ar.fina	_dot3u	_dot3d											
absSeenThreeDotsBelowThreeDotsAboveMed	sheenThreedotsbelow-ar.medi	uni069C.medi		AL	619	SHL	absSeenMed	seen-ar.medi	_dot3u	_dot3d											
absSeenThreeDotsBelowThreeDotsAboveIni	sheenThreedotsbelow-ar.init	uni069C.init		AL	620	SHL	absSeenIni	seen-ar.init	_dot3u	_dot3d											
absSeenFourDotsAbove	seenFourdotsabove-ar	uni075C	075C	AL	621	SHL	absSeen	seen-ar	_dot4												
absSeenFourDotsAboveFin	seenFourdotsabove-ar.fina	uni075C.fina		AL	622	SHL	absSeenFin	seen-ar.fina	_dot4												
absSeenFourDotsAboveMed	seenFourdotsabove-ar.medi	uni075C.medi		AL	623	SHL	absSeenMed	seen-ar.medi	_dot4												
absSeenFourDotsAboveIni	seenFourdotsabove-ar.init	uni075C.init		AL	624	SHL	absSeenIni	seen-ar.init	_dot4												
absSeenTwoVertAbove	seenTwodotshorizontalabove-ar	uni076D	076D	AL	625	SHL	absSeen	seen-ar	_dot2v												
absSeenTwoVertAboveFin	seenTwodotshorizontalabove-ar.fina	uni076D.fina		AL	626	SHL	absSeenFin	seen-ar.fina	_dot2v												
absSeenTwoVertAboveMed	seenTwodotshorizontalabove-ar.medi	uni076D.medi		AL	627	SHL	absSeenMed	seen-ar.medi	_dot2v												
absSeenTwoVertAboveIni	seenTwodotshorizontalabove-ar.init	uni076D.init		AL	628	SHL	absSeenIni	seen-ar.init	_dot2v												
absSeenSmallTahTwoDots	seenTahTwodotshorizontalabove-ar	uni0770	0770	AL	629	SHL	absSeen	seen-ar	_dot2h_tah							5.1					
absSeenSmallTahTwoDotsFin	seenTahTwodotshorizontalabove-ar.fina	uni0770.fina		AL	630	SHL	absSeenFin	seen-ar.fina	_dot2h_tah							5.1					
absSeenSmallTahTwoDotsMed	seenTahTwodotshorizontalabove-ar.medi	uni0770.medi		AL	631	SHL	absSeenMed	seen-ar.medi	_dot2h_tah							5.1					
absSeenSmallTahTwoDotsIni	seenTahTwodotshorizontalabove-ar.init	uni0770.init		AL	632	SHL	absSeenIni	seen-ar.init	_dot2h_tah							5.1					
absSeenDigitFourAbove	seenFourabove-ar	uni077D	077D	AL	633	SHL	absSeen	seen-ar	_four							5.1					
absSeenDigitFourAboveFin	seenFourabove-ar.fina	uni077D.fina		AL	634	SHL	absSeenFin	seen-ar.fina	_four							5.1					
absSeenDigitFourAboveMed	seenFourabove-ar.medi	uni077D.medi		AL	635	SHL	absSeenMed	seen-ar.medi	_four							5.1					
absSeenDigitFourAboveIni	seenFourabove-ar.init	uni077D.init		AL	636	SHL	absSeenIni	seen-ar.init	_four							5.1					
absSeenInvertedV	seenVinvertedabove-ar	uni077E	077E	AL	637	SHL	absSeen	seen-ar	_hat							5.1					
absSeenInvertedVFin	seenVinvertedabove-ar.fina	uni077E.fina		AL	638	SHL	absSeenFin	seen-ar.fina	_hat							5.1					
absSeenInvertedVMed	seenVinvertedabove-ar.medi	uni077E.medi		AL	639	SHL	absSeenMed	seen-ar.medi	_hat							5.1					
absSeenInvertedVIni	seenVinvertedabove-ar.init	uni077E.init		AL	640	SHL	absSeenIni	seen-ar.init	_hat							5.1					
absSad	sad-ar	uni0635	0635	AL	641	*															
absSadFin	sad-ar.fina	uni0635.fina		AL	642	*															
absSadMed	sad-ar.medi	uni0635.medi		AL	643	*															
absSadIni	sad-ar.init	uni0635.init		AL	644	*															
absSad.half	sad-ar.half	uni0635.half		AL	645	H														cv20=1	
absSadFin.half	sad-ar.fina.half	uni0635.fina.half		AL	646	H														cv20=1	
absSadTwoDotsBelow	sadTwodotsbelow-ar	uni069D	069D	AL	647	SHL	absSad	sad-ar		_dot2h											
absSadTwoDotsBelowFin	sadTwodotsbelow-ar.fina	uni069D.fina		AL	648	SHL	absSadFin	sad-ar.fina		_dot2h											
absSadTwoDotsBelowMed	sadTwodotsbelow-ar.medi	uni069D.medi		AL	649	SHL	absSadMed	sad-ar.medi		_dot2h											
absSadTwoDotsBelowIni	sadTwodotsbelow-ar.init	uni069D.init		AL	650	SHL	absSadIni	sad-ar.init		_dot2h											
absSadTwoDotsBelow.half	sadTwodotsbelow-ar.half	uni069D.half		AL	651	H	absSad.half	sad-ar.half		_dot2h										cv20=1	
absSadTwoDotsBelowFin.half	sadTwodotsbelow-ar.fina.half	uni069D.fina.half		AL	652	H	absSadFin.half	sad-ar.fina.half		_dot2h										cv20=1	
absSadThreeDotsAbove	sadThreedots-ar	uni069E	069E	AL	653	SHL	absSad	sad-ar	_dot3u												
absSadThreeDotsAboveFin	sadThreedots-ar.fina	uni069E.fina		AL	654	SHL	absSadFin	sad-ar.fina	_dot3u												
absSadThreeDotsAboveMed	sadThreedots-ar.medi	uni069E.medi		AL	655	SHL	absSadMed	sad-ar.medi	_dot3u												
absSadThreeDotsAboveIni	sadThreedots-ar.init	uni069E.init		AL	656	SHL	absSadIni	sad-ar.init	_dot3u												
absSadThreeDotsAbove.half	sadThreedots-ar.half	uni069E.half		AL	657	H	absSad.half	sad-ar.half	_dot3u											cv20=1	
absSadThreeDotsAboveFin.half	sadThreedots-ar.fina.half	uni069E.fina.half		AL	658	H	absSadFin.half	sad-ar.fina.half	_dot3u											cv20=1	
absSadThreeDotsBelow	sadThreedotsbelow-ar	uni08AF	08AF	AL	659	SH	absSad	sad-ar		_dot3d						7.0					
absSadThreeDotsBelowFin	sadThreedotsbelow-ar.fina	uni08AF.fina		AL	660	SH	absSadFin	sad-ar.fina		_dot3d						7.0					
absSadThreeDotsBelowMed	sadThreedotsbelow-ar.medi	uni08AF.medi		AL	661	SH	absSadMed	sad-ar.medi		_dot3d						7.0					
absSadThreeDotsBelowIni	sadThreedotsbelow-ar.init	uni08AF.init		AL	662	SH	absSadIni	sad-ar.init		_dot3d						7.0					
absSadThreeDotsBelow.half	sadThreedotsbelow-ar.half	uni08AF.half		AL	663	H	absSad.half	sad-ar.half		_dot3d										cv20=1	
absSadThreeDotsBelowFin.half	sadThreedotsbelow-ar.fina.half	uni08AF.fina.half		AL	664	H	absSadFin.half	sad-ar.fina.half		_dot3d										cv20=1	
absDad	dad-ar	uni0636	0636	AL	665	SHLM	absSad	sad-ar	_dot1												
absDadFin	dad-ar.fina	uni0636.fina		AL	666	SHLM	absSadFin	sad-ar.fina	_dot1												
absDadMed	dad-ar.medi	uni0636.medi		AL	667	SHLM	absSadMed	sad-ar.medi	_dot1												
absDadIni	dad-ar.init	uni0636.init		AL	668	SHLM	absSadIni	sad-ar.init	_dot1												
absDad.half	dad-ar.half	uni0636.half		AL	669	H	absSad.half	sad-ar.half	_dot1											cv20=1	
absDadFin.half	dad-ar.fina.half	uni0636.fina.half		AL	670	H	absSadFin.half	sad-ar.fina.half	_dot1											cv20=1	
absDadDotBelow	dadDotbelow-ar	uni06FB	06FB	AL	671	SHL	absSad	sad-ar	_dot1	_dot1											
absDadDotBelowFin	dadDotbelow-ar.fina	uni06FB.fina		AL	672	SHL	absSadFin	sad-ar.fina	_dot1	_dot1											
absDadDotBelowMed	dadDotbelow-ar.medi	uni06FB.medi		AL	673	SHL	absSadMed	sad-ar.medi	_dot1	_dot1											
absDadDotBelowIni	dadDotbelow-ar.init	uni06FB.init		AL	674	SHL	absSadIni	sad-ar.init	_dot1	_dot1											
absDadDotBelow.half	dadDotbelow-ar.half	uni06FB.half		AL	675	H	absSad.half	sad-ar.half	_dot1	_dot1										cv20=1	
absDadDotBelowFin.half	dadDotbelow-ar.fina.half	uni06FB.fina.half		AL	676	H	absSadFin.half	sad-ar.fina.half	_dot1	_dot1										cv20=1	
absTah	tah-ar	uni0637	0637	AL	677	*															
absTahFin	tah-ar.fina	uni0637.fina		AL	678	*															
absTahMed	tah-ar.medi	uni0637.medi		AL	679	*															
absTahIni	tah-ar.init	uni0637.init		AL	680	*															
absTahThreeDotsAbove	tahThreedots-ar	uni069F	069F	AL	681	SHLM	absTah	tah-ar	_dot3u												
absTahThreeDotsAboveFin	tahThreedots-ar.fina	uni069F.fina		AL	682	SHLM	absTahFin	tah-ar.fina	_dot3u												
absTahThreeDotsAboveMed	tahThreedots-ar.medi	uni069F.medi		AL	683	SHLM	absTahMed	tah-ar.medi	_dot3u												
absTahThreeDotsAboveIni	tahThreedots-ar.init	uni069F.init		AL	684	SHLM	absTahIni	tah-ar.init	_dot3u												
absZah	zah-ar	uni0638	0638	AL	685	SHLM	absTah	tah-ar	_dot1												
absZahFin	zah-ar.fina	uni0638.fina		AL	686	SHLM	absTahFin	tah-ar.fina	_dot1												
absZahMed	zah-ar.medi	uni0638.medi		AL	687	SHLM	absTahMed	tah-ar.medi	_dot1												
absZahIni	zah-ar.init	uni0638.init		AL	688	SHLM	absTahIni	tah-ar.init	_dot1												
absTahTwoDotsAbove	tahTwodotsabove-ar	uni08A3	08A3	AL	689	SH	absTah	tah-ar	_dot2h							6.1					
absTahTwoDotsAboveFin	tahTwodotsabove-ar.fina	uni08A3.fina		AL	690	SH	absTahFin	tah-ar.fina	_dot2h							6.1					
absTahTwoDotsAboveMed	tahTwodotsabove-ar.medi	uni08A3.medi		AL	691	SH	absTahMed	tah-ar.medi	_dot2h							6.1					
absTahTwoDotsAboveIni	tahTwodotsabove-ar.init	uni08A3.init		AL	692	SH	absTahIni	tah-ar.init	_dot2h							6.1					
absAin	ain-ar	uni0639	0639	AL	693	*															
absAinFin	ain-ar.fina	uni0639.fina		AL	694	*															
absAinMed	ain-ar.medi	uni0639.medi		AL	695	*															
absAinIni	ain-ar.init	uni0639.init		AL	696	*															
absAinThreeDotsAbove	ainThreedots-ar	uni06A0	06A0	AL	697	SHLM	absAin	ain-ar	_dot3u												
absAinThreeDotsAboveFin	ainThreedots-ar.fina	uni06A0.fina		AL	698	SHLM	absAinFin	ain-ar.fina	_dot3u												
absAinThreeDotsAboveMed	ainThreedots-ar.medi	uni06A0.medi		AL	699	SHLM	absAinMed	ain-ar.medi	_dot3u												
absAinThreeDotsAboveIni	ainThreedots-ar.init	uni06A0.init		AL	700	SHLM	absAinIni	ain-ar.init	_dot3u												
absAinTwoDotsAbove	ainTwodotshorizontalabove-ar	uni075D	075D	AL	701	SHLM	absAin	ain-ar	_dot2h												
absAinTwoDotsAboveFin	ainTwodotshorizontalabove-ar.fina	uni075D.fina		AL	702	SHLM	absAinFin	ain-ar.fina	_dot2h												
absAinTwoDotsAboveMed	ainTwodotshorizontalabove-ar.medi	uni075D.medi		AL	703	SHLM	absAinMed	ain-ar.medi	_dot2h												
absAinTwoDotsAboveIni	ainTwodotshorizontalabove-ar.init	uni075D.init		AL	704	SHLM	absAinIni	ain-ar.init	_dot2h												
absAinThreeDotsDownAbove	ainThreedotsdownabove-ar	uni075E	075E	AL	705	SHL	absAin	ain-ar	_dot3d												
absAinThreeDotsDownAboveFin	ainThreedotsdownabove-ar.fina	uni075E.fina		AL	706	SHL	absAinFin	ain-ar.fina	_dot3d												
absAinThreeDotsDownAboveMed	ainThreedotsdownabove-ar.medi	uni075E.medi		AL	707	SHL	absAinMed	ain-ar.medi	_dot3d												
absAinThreeDotsDownAboveIni	ainThreedotsdownabove-ar.init	uni075E.init		AL	708	SHL	absAinIni	ain-ar.init	_dot3d												
absAinTwoDotsVertAbove	ainTwodotsverticalabove-ar	uni075F	075F	AL	709	SHL	absAin	ain-ar	_dot2v												
absAinTwoDotsVertAboveFin	ainTwodotsverticalabove-ar.fina	uni075F.fina		AL	710	SHL	absAinFin	ain-ar.fina	_dot2v												
absAinTwoDotsVertAboveMed	ainTwodotsverticalabove-ar.medi	uni075F.medi		AL	711	SHL	absAinMed	ain-ar.medi	_dot2v												
absAinTwoDotsVertAboveIni	ainTwodotsverticalabove-ar.init	uni075F.init		AL	712	SHL	absAinIni	ain-ar.init	_dot2v												
absAinThreeDotsBelow	ainThreedotsbelow-ar	uni08B3	08B3	AL	713	SH	absAin	ain-ar		_dot3d						7.0					
absAinThreeDotsBelowFin	ainThreedotsbelow-ar.fina	uni08B3.fina		AL	714	SH	absAinFin	ain-ar.fina		_dot3d						8.0					
absAinThreeDotsBelowMed	ainThreedotsbelow-ar.medi	uni08B3.medi		AL	715	SH	absAinMed	ain-ar.medi		_dot3d						8.0					
absAinThreeDotsBelowIni	ainThreedotsbelow-ar.init	uni08B3.init		AL	716	SH	absAinIni	ain-ar.init		_dot3d						8.0					
absGhain	ghain-ar	uni063A	063A	AL	717	SHLM	absAin	ain-ar	_dot1												
absGhainFin	ghain-ar.fina	uni063A.fina		AL	718	SHLM	absAinFin	ain-ar.fina	_dot1												
absGhainMed	ghain-ar.medi	uni063A.medi		AL	719	SHLM	absAinMed	ain-ar.medi	_dot1												
absGhainIni	ghain-ar.init	uni063A.init		AL	720	SHLM	absAinIni	ain-ar.init	_dot1												
absGhainDotBelow	ghainDotbelow-ar	uni06FC	06FC	AL	721	SHL	absAin	ain-ar	_dot1	_dot1											
absGhainDotBelowFin	ghainDotbelow-ar.fina	uni06FC.fina		AL	722	SHL	absAinFin	ain-ar.fina	_dot1	_dot1											
absGhainDotBelowMed	ghainDotbelow-ar.medi	uni06FC.medi		AL	723	SHL	absAinMed	ain-ar.medi	_dot1	_dot1											
absGhainDotBelowIni	ghainDotbelow-ar.init	uni06FC.init		AL	724	SHL	absAinIni	ain-ar.init	_dot1	_dot1											
absFeh	feh-ar	uni0641	0641	AL	725	SHLM	absDotlessFeh	fehDotless-ar	_dot1												
absFehFin	feh-ar.fina	uni0641.fina		AL	726	SHLM	absDotlessFehFin	fehDotless-ar.fina	_dot1												
absFehMed	feh-ar.medi	uni0641.medi		AL	727	SHLM	absDotlessFehMed	fehDotless-ar.medi	_dot1												
absFehIni	feh-ar.init	uni0641.init		AL	728	SHLM	absDotlessFehIni	fehDotless-ar.init	_dot1												
absVeh	veh-ar	uni06A4	06A4	AL	729	SHLM	absDotlessFeh	fehDotless-ar	_dot3u												
absVehFin	veh-ar.fina	uni06A4.fina		AL	730	SHLM	absDotlessFehFin	fehDotless-ar.fina	_dot3u												
absVehMed	veh-ar.medi	uni06A4.medi		AL	731	SHLM	absDotlessFehMed	fehDotless-ar.medi	_dot3u												
absVehIni	veh-ar.init	uni06A4.init		AL	732	SHLM	absDotlessFehIni	fehDotless-ar.init	_dot3u												
absDotlessFeh	fehDotless-ar	uni06A1	06A1	AL	733	*															
absDotlessFehFin	fehDotless-ar.fina	uni06A1.fina		AL	734	*															
absDotlessFehMed	fehDotless-ar.medi	uni06A1.medi		AL	735	*															
absDotlessFehIni	fehDotless-ar.init	uni06A1.init		AL	736	*															
absFehDotMovedBelow	fehDotmovedbelow-ar	uni06A2	06A2	AL	737	SHLM	absDotlessFeh	fehDotless-ar		_dot1											
absFehDotMovedBelowFin	fehDotmovedbelow-ar.fina	uni06A2.fina		AL	738	SHLM	absDotlessFehFin	fehDotless-ar.fina		_dot1											
absFehDotMovedBelowMed	fehDotmovedbelow-ar.medi	uni06A2.medi		AL	739	SHLM	absDotlessFehMed	fehDotless-ar.medi		_dot1											
absFehDotMovedBelowIni	fehDotmovedbelow-ar.init	uni06A2.init		AL	740	SHLM	absDotlessFehIni	fehDotless-ar.init		_dot1											
absFehDotBelow	fehDotbelow-ar	uni06A3	06A3	AL	741	SHL	absDotlessFeh	fehDotless-ar	_dot1	_dot1											
absFehDotBelowFin	fehDotbelow-ar.fina	uni06A3.fina		AL	742	SHL	absDotlessFehFin	fehDotless-ar.fina	_dot1	_dot1											
absFehDotBelowMed	fehDotbelow-ar.medi	uni06A3.medi		AL	743	SHL	absDotlessFehMed	fehDotless-ar.medi	_dot1	_dot1											
absFehDotBelowIni	fehDotbelow-ar.init	uni06A3.init		AL	744	SHL	absDotlessFehIni	fehDotless-ar.init	_dot1	_dot1											
absFehThreeDotsBelow	fehThreedotsbelow-ar	uni06A5	06A5	AL	745	SHL	absDotlessFeh	fehDotless-ar		_dot3d											
absFehThreeDotsBelowFin	fehThreedotsbelow-ar.fina	uni06A5.fina		AL	746	SHL	absDotlessFehFin	fehDotless-ar.fina		_dot3d											
absFehThreeDotsBelowMed	fehThreedotsbelow-ar.medi	uni06A5.medi		AL	747	SHL	absDotlessFehMed	fehDotless-ar.medi		_dot3d											
absFehThreeDotsBelowIni	fehThreedotsbelow-ar.init	uni06A5.init		AL	748	SHL	absDotlessFehIni	fehDotless-ar.init		_dot3d											
absPeheh	peheh-ar	uni06A6	06A6	AL	749	SHL	absDotlessFeh	fehDotless-ar	_dot4												
absPehehFin	peheh-ar.fina	uni06A6.fina		AL	750	SHL	absDotlessFehFin	fehDotless-ar.fina	_dot4												
absPehehMed	peheh-ar.medi	uni06A6.medi		AL	751	SHL	absDotlessFehMed	fehDotless-ar.medi	_dot4												
absPehehIni	peheh-ar.init	uni06A6.init		AL	752	SHL	absDotlessFehIni	fehDotless-ar.init	_dot4												
absFehTwoDotsBelow	fehTwodotsbelow-ar	uni0760	0760	AL	753	SHLM	absDotlessFeh	fehDotless-ar		_dot2h											
absFehTwoDotsBelowFin	fehTwodotsbelow-ar.fina	uni0760.fina		AL	754	SHLM	absDotlessFehFin	fehDotless-ar.fina		_dot2h											
absFehTwoDotsBelowMed	fehTwodotsbelow-ar.medi	uni0760.medi		AL	755	SHLM	absDotlessFehMed	fehDotless-ar.medi		_dot2h											
absFehTwoDotsBelowIni	fehTwodotsbelow-ar.init	uni0760.init		AL	756	SHLM	absDotlessFehIni	fehDotless-ar.init		_dot2h											
absFehThreeDotsUpBelow	fehThreedotsupbelow-ar	uni0761	0761	AL	757	SHL	absDotlessFeh	fehDotless-ar		_dot3u											
absFehThreeDotsUpwardBelow	fehThreedotsupbelow-ar	uni0761	0761	AL	758	-	absDotlessFeh	fehDotless-ar		_dot3u											
absFehThreeDotsUpBelowFin	fehThreedotsupbelow-ar.fina	uni0761.fina		AL	759	SHL	absDotlessFehFin	fehDotless-ar.fina		_dot3u											
